player_name,team_name,stat_type,image_url,odds_type,line_score
tomiko,Permitta eSports,MAPS 1-2 Kills,https://static.prizepicks.com/images/teams/cs2/bayesperid-esports:team:b4ec8dc5-c597-41ec-b772-f5faf6bfd524.webp,standard,31.5
tomiko,Permitta eSports,MAPS 1-2 Headshots,https://static.prizepicks.com/images/teams/cs2/bayesperid-esports:team:b4ec8dc5-c597-41ec-b772-f5faf6bfd524.webp,standard,19
fr3nd,Permitta eSports,MAPS 1-2 Headshots,https://static.prizepicks.com/images/teams/cs2/bayesperid-esports:team:b4ec8dc5-c597-41ec-b772-f5faf6bfd524.webp,standard,10
fr3nd,Permitta eSports,MAPS 1-2 Kills,https://static.prizepicks.com/images/teams/cs2/bayesperid-esports:team:b4ec8dc5-c597-41ec-b772-f5faf6bfd524.webp,standard,30
cptkurtka023,B8,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,25.5
esenthial,B8,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,25
headtr1ck,B8,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,29.5
npl,B8,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,31
alex666,B8,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,29
kyxsan,HEROIC,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,26.5
TeSeS,HEROIC,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,31
sjuush,HEROIC,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,29.5
Nertz,HEROIC,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,33
degster,HEROIC,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,31
cptkurtka023,B8,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,14.5
esenthial,B8,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,15.5
headtr1ck,B8,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,10
npl,B8,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,17
alex666,B8,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/b8_jersey.png,standard,13.5
kyxsan,HEROIC,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,14
TeSeS,HEROIC,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,18.5
sjuush,HEROIC,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,15
Nertz,HEROIC,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,18
degster,HEROIC,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/x6T0GAg.png,standard,11
insani,MIBR,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,33.5
saffee,MIBR,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,31.5
drop,MIBR,MAPS 1-2 Kills,https://static.prizepicks.com/images/teams/cs2/bayesperid-esports:team:69f8157b-9c87-4fe3-b3ec-fdd9bc5296c6.webp,standard,28.5
exit,MIBR,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,28.5
Lucaozy,MIBR,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,28.5
luchov,BESTIA,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,30.5
tomaszin,BESTIA,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,30.5
zock,BESTIA,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,25.5
naz,BESTIA,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,24.5
Noktse,BESTIA,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,24.5
insani,MIBR,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,18.5
saffee,MIBR,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,11
drop,MIBR,MAPS 1-2 Headshots,https://static.prizepicks.com/images/teams/cs2/bayesperid-esports:team:69f8157b-9c87-4fe3-b3ec-fdd9bc5296c6.webp,standard,16
exit,MIBR,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,15
Lucaozy,MIBR,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/KHIqN0N.png,standard,13.5
luchov,BESTIA,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,19.5
tomaszin,BESTIA,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,16.5
zock,BESTIA,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,13
naz,BESTIA,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,15.5
Noktse,BESTIA,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/bestia_jersey.png,standard,8.5
dumau,Legacy,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,33.5
saadzin,Legacy,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,32.5
latto,Legacy,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,30.5
b4rtiN,Legacy,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,28.5
NEKIZ,Legacy,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,26.5
HexT,NRG,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,30.5
oSee,NRG,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,28.5
Brehze,NRG,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,28.5
nitr0,NRG,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,27.5
autimatic,NRG,MAPS 1-2 Kills,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,27.5
dumau,Legacy,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,14
saadzin,Legacy,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,11.5
latto,Legacy,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,16.5
b4rtiN,Legacy,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,14.5
NEKIZ,Legacy,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/RaYZl32.png,standard,13
HexT,NRG,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,18.5
oSee,NRG,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,10.5
Brehze,NRG,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,16.5
nitr0,NRG,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,15
autimatic,NRG,MAPS 1-2 Headshots,https://static.prizepicks.com/images/manual/D8LsRCe.png,standard,14
